Product Name,Set,Card Number,Rarity,Variance,Grade,Card Condition,Quantity,Series,File Name
Snubbull ,Obsidian Flames,87,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Snubbull 
Spoink ,Obsidian Flames,90,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Spoink 
Steenee ,Obsidian Flames,17,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Steenee 
Swablu ,Obsidian Flames,169,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Swablu 
Tadbulb 075/197,Obsidian Flames,75,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Tadbulb 075/197
Tadbulb 076/197,Obsidian Flames,76,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Tadbulb 076/197
Team Star Grunt ,Obsidian Flames,195,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team Star Grunt 
Togedemaru ,Obsidian Flames,151,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Togedemaru 
Town Store ,Obsidian Flames,196,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Town Store 
Toxel ,Obsidian Flames,71,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Toxel 
Toxtricity ,Obsidian Flames,72,Rare,Reverse Holofoil,Ungraded,Near Mint,3,Scarlet and Violet,Toxtricity 
Tympole ,Obsidian Flames,50,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Tympole 
Tynamo ,Obsidian Flames,67,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Tynamo 
Vengeful Punch ,Obsidian Flames,197,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Vengeful Punch 
Volcarona ,Obsidian Flames,41,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Volcarona 
Whiscash ,Obsidian Flames,109,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Whiscash 
Baxcalibur ,Paldea Evolved,60,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Baxcalibur 
Tinkaton ,Paldea Evolved,105,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Tinkaton 
Arctibax ,Paldea Evolved,59,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Arctibax 
Azumarill ,Paldea Evolved,45,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Azumarill 
Delibird ,Paldea Evolved,46,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Delibird 
Electrode ,Paldea Evolved,67,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Electrode 
Falinks ,Paldea Evolved,119,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Falinks 
Frigibax ,Paldea Evolved,57,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Frigibax 
Great Ball ,Paldea Evolved,183,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Great Ball 
Jet Energy ,Paldea Evolved,190,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Jet Energy 
Luminous Energy ,Paldea Evolved,191,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Luminous Energy 
Magnemite ,Paldea Evolved,65,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Magnemite 
Marill ,Paldea Evolved,44,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Marill 
Nacli ,Paldea Evolved,120,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Nacli 
Oranguru ,Paldea Evolved,94,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Oranguru 
Pawmi ,Paldea Evolved,74,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Pawmi 
Pawmo ,Paldea Evolved,75,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Pawmo 
Sprigatito ,Paldea Evolved,12,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Sprigatito 
Tandemaus ,Paldea Evolved,167,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Tandemaus 
Toxicroak ,Paldea Evolved,115,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Toxicroak 
Baxcalibur ,Paldea Evolved,60,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Baxcalibur 
Corvisquire ,Paldea Evolved,165,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Corvisquire 
Mimikyu ,Paldea Evolved,97,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Mimikyu 
Pikachu ,Paldea Evolved,62,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Pikachu 
Tadbulb ,Paldea Evolved,78,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Tadbulb 
Cyclizar  ,Paldean Fates,70,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Cyclizar  
Paldean Clodsire ex  ,Paldean Fates,59,Double Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Paldean Clodsire ex  
Professor’s Research ,Paldean Fates,87,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Professors Research 
Atticus ,Paldean Fates,77,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Atticus 
Barboach ,Paldean Fates,50,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Barboach 
Camerupt ,Paldean Fates,12,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Camerupt 
Charmeleon  ,Paldean Fates,8,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Charmeleon  
Clive  ,Paldean Fates,78,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Clive  
Clobbopus ,Paldean Fates,51,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Clobbopus 
Donphan ,Paldean Fates,49,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Donphan 
Exeggcute ,Paldean Fates,23,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Exeggcute 
Fidough ,Paldean Fates,38,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Fidough 
Frigibax  ,Paldean Fates,17,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Frigibax  
Gastly ,Paldean Fates,55,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Gastly 
Haunter ,Paldean Fates,56,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Haunter 
Lechonk  ,Paldean Fates,71,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Lechonk  
Magmar ,Paldean Fates,9,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Magmar 
Maschiff ,Paldean Fates,62,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Maschiff 
Maushold  ,Paldean Fates,74,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Maushold  
Mime Jr.  ,Paldean Fates,31,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Mime Jr.  
Moonlit Hill ,Paldean Fates,81,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Moonlit Hill 
Oinkologne ,Paldean Fates,72,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Oinkologne 
Rare Candy ,Paldean Fates,89,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Rare Candy 
Toedscool  ,Paldean Fates,4,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Toedscool  
Ultra Ball ,Paldean Fates,91,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Ultra Ball 
Varoom  ,Paldean Fates,64,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Varoom  
Woobat ,Paldean Fates,32,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Woobat 
Gastly ,Paldean Fates,55,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Gastly 
Lechonk  ,Paldean Fates,71,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Lechonk  
Maractus ,Paldean Fates,3,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Maractus 
Maschiff ,Paldean Fates,62,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Maschiff 
Mimikyu  ,Paldean Fates,37,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Mimikyu  
Professor's Research  ,Paldean Fates,88,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Professor's Research  
Rare Candy ,Paldean Fates,89,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Rare Candy 
Lisia's Appeal (JP),Paradise Dragona,63,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Lisias Appeal jp
Aegislash ex ,Paradox Rift,135,Double Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Aegislash ex 
Armarouge ex ,Paradox Rift,27,Double Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Armarouge ex 
Chien-Pao  ,Paradox Rift,57,Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Chien_Pao  
Deoxys ,Paradox Rift,74,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Deoxys 
Espathra ,Paradox Rift,81,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Espathra 
Froslass ex ,Paradox Rift,3,Double Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Froslass ex 
Golisopod ,Paradox Rift,49,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Golisopod 
Groudon ,Paradox Rift,93,Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Groudon 
Hoopa ex ,Paradox Rift,226,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Hoopa ex 
Iron Jugulis ,Paradox Rift,158,Rare,Holofoil,Ungraded,Near Mint,3,Scarlet and Violet,Iron Jugulis 
Iron Moth ,Paradox Rift,28,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Iron Moth 
Kingdra ,Paradox Rift,32,Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Kingdra 
Maushold ex ,Paradox Rift,155,Double Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Maushold ex 
Mela ,Paradox Rift,236,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Mela_fa
Porygon-Z  ,Paradox Rift,144,Rare,Holofoil,Ungraded,Near Mint,3,Scarlet and Violet,Porygon_Z  
Professor Sada's Vitality ,Paradox Rift,239,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Professor_sadas_vitality_fa
Sandy Shocks ex ,Paradox Rift,108,Double Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Sandy Shocks ex 
Steelix ,Paradox Rift,125,Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Steelix 
Ting-Lu  ,Paradox Rift,109,Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Ting_Lu  
Volcanion ,Paradox Rift,22,Rare,Holofoil,Ungraded,Near Mint,3,Scarlet and Violet,Volcanion 
Wo-Chien  ,Paradox Rift,18,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Wo_Chien  
Xatu ,Paradox Rift,72,Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Xatu 
Zacian ,Paradox Rift,136,Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Zacian 
Zekrom ,Paradox Rift,66,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Zekrom 
Absol ,Paradox Rift,113,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Absol 
Aipom ,Paradox Rift,145,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Aipom 
Ancient Booster Energy Capsule ,Paradox Rift,159,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Ancient Booster Energy Capsule 
Blipbug ,Paradox Rift,10,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Blipbug 
Blitzle ,Paradox Rift,62,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Blitzle 
Bounsweet ,Paradox Rift,8,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Bounsweet 
Charcadet ,Paradox Rift,25,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Charcadet 
Charcadet ,Paradox Rift,26,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Charcadet 
Crobat ,Paradox Rift,112,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Crobat 
Crocalor ,Paradox Rift,24,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Crocalor 
Crustle ,Paradox Rift,7,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Crustle 
Cursed Duster ,Paradox Rift,161,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Cursed Duster 
Cyclizar ,Paradox Rift,157,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Cyclizar 
Defiance Vest ,Paradox Rift,162,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Defiance Vest 
Dondozo ,Paradox Rift,55,Uncommon,Normal,Ungraded,Near Mint,6,Scarlet and Violet,Dondozo 
Dottler ,Paradox Rift,11,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Dottler 
Doublade ,Paradox Rift,132,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Doublade 
Durant ,Paradox Rift,129,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Durant 
Dwebble ,Paradox Rift,6,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Dwebble 
Earthen Vessel ,Paradox Rift,163,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Earthen Vessel 
Elekid ,Paradox Rift,59,Common,Normal,Ungraded,Near Mint,5,Scarlet and Violet,Elekid 
Exploud ,Paradox Rift,150,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Exploud 
Feebas ,Paradox Rift,35,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Feebas 
Ferroseed ,Paradox Rift,127,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Ferroseed 
Ferrothorn ,Paradox Rift,128,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Ferrothorn 
Flamigo ,Paradox Rift,106,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Flamigo 
Flittle ,Paradox Rift,79,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Flittle 
Flittle ,Paradox Rift,80,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Flittle 
Fuecoco ,Paradox Rift,23,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Fuecoco 
Future Booster Energy Capsule ,Paradox Rift,164,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Future Booster Energy Capsule 
Gabite ,Paradox Rift,95,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Gabite 
Galvantula ,Paradox Rift,65,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Galvantula 
Gible ,Paradox Rift,94,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Gible 
Gimmighoul ,Paradox Rift,88,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Gimmighoul 
Gligar ,Paradox Rift,91,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Gligar 
Gliscor ,Paradox Rift,92,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Gliscor 
Golbat ,Paradox Rift,111,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Golbat 
Gourgeist ,Paradox Rift,78,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Gourgeist 
Honedge ,Paradox Rift,130,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Honedge 
Horsea ,Paradox Rift,30,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Horsea 
Iron Bundle ,Paradox Rift,56,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Iron Bundle 
Jirachi ,Paradox Rift,126,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Jirachi 
Joltik ,Paradox Rift,64,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Joltik 
Klawf ,Paradox Rift,105,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Klawf 
Larry ,Paradox Rift,165,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Larry 
Liepard ,Paradox Rift,115,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Liepard 
Loudred ,Paradox Rift,149,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Loudred 
Magby ,Paradox Rift,19,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Magby 
Mantyke ,Paradox Rift,39,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Mantyke 
Masquerain ,Paradox Rift,2,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Masquerain 
Medical Energy ,Paradox Rift,182,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Medical Energy 
Mela ,Paradox Rift,167,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Mela 
Mienfoo ,Paradox Rift,96,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Mienfoo 
Mienshao ,Paradox Rift,97,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Mienshao 
Miltank ,Paradox Rift,147,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Miltank 
Minior ,Paradox Rift,99,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Minior 
Minun ,Paradox Rift,61,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Minun 
Nacli ,Paradox Rift,102,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Nacli 
Nacli ,Paradox Rift,101,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Nacli 
Naclstack ,Paradox Rift,103,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Naclstack 
Natu ,Paradox Rift,71,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Natu 
Nickit ,Paradox Rift,119,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Nickit 
Norman ,Paradox Rift,168,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Norman 
Nymble ,Paradox Rift,14,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Nymble 
Nymble ,Paradox Rift,13,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Nymble 
Octillery ,Paradox Rift,34,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Octillery 
Onix ,Paradox Rift,90,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Onix 
Orbeetle ,Paradox Rift,12,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Orbeetle 
Oricorio ,Paradox Rift,67,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Oricorio 
Orthworm ,Paradox Rift,138,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Orthworm 
Panpour ,Paradox Rift,41,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Panpour 
Pansage ,Paradox Rift,4,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Pansage 
Pansear ,Paradox Rift,20,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Pansear 
Parasol Lady ,Paradox Rift,169,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Parasol Lady 
Plusle ,Paradox Rift,60,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Plusle 
Porygon ,Paradox Rift,142,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Porygon 
Porygon2,Paradox Rift,143,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Porygon2
Professor Turo's Scenario ,Paradox Rift,171,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Professor Turos Scenario 
Pumpkaboo ,Paradox Rift,77,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Pumpkaboo 
Purrloin ,Paradox Rift,114,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Purrloin 
Remoraid ,Paradox Rift,33,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Remoraid 
Rika ,Paradox Rift,172,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Rika 
Roark ,Paradox Rift,173,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Roark 
Seadra ,Paradox Rift,31,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Seadra 
Shauntal ,Paradox Rift,174,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Shauntal 
Simipour ,Paradox Rift,42,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Simipour 
Simisage ,Paradox Rift,5,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Simisage 
Simisear ,Paradox Rift,21,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Simisear 
Slither Wing ,Paradox Rift,107,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Slither Wing 
Snorunt ,Paradox Rift,37,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Snorunt 
Spinda ,Paradox Rift,151,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Spinda 
Steenee ,Paradox Rift,9,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Steenee 
Surskit ,Paradox Rift,1,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Surskit 
Swablu ,Paradox Rift,152,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Swablu 
Tandemaus ,Paradox Rift,153,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Tandemaus 
Tandemaus ,Paradox Rift,154,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Tandemaus 
Tatsugiri ,Paradox Rift,141,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Tatsugiri 
Technical Machine: Blindside ,Paradox Rift,176,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,TM_Blindside 
Technical Machine: Evolution ,Paradox Rift,178,Uncommon,Normal,Ungraded,Near Mint,5,Scarlet and Violet,TM_Evolution 
Technical Machine: Turbo Energize ,Paradox Rift,179,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,TM_Turbo_Energize 
Tinkatink ,Paradox Rift,82,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Tinkatink 
Tinkatink ,Paradox Rift,83,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Tinkatink 
Tinkatuff ,Paradox Rift,84,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Tinkatuff 
Toedscool ,Paradox Rift,15,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Toedscool 
Toedscruel ,Paradox Rift,17,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Toedscruel 
Toxel ,Paradox Rift,69,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Toxel 
Trubbish ,Paradox Rift,116,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Trubbish 
Tulip ,Paradox Rift,181,Uncommon,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Tulip 
Vanillish ,Paradox Rift,44,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Vanillish 
Vanillite ,Paradox Rift,43,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Vanillite 
Vanilluxe ,Paradox Rift,45,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Vanilluxe 
Veluza ,Paradox Rift,54,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Veluza 
Whismur ,Paradox Rift,148,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Whismur 
Wiglett ,Paradox Rift,52,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Wiglett 
Wimpod ,Paradox Rift,47,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Wimpod 
Wimpod ,Paradox Rift,48,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Wimpod 
Wugtrio ,Paradox Rift,53,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Wugtrio 
Yamask ,Paradox Rift,75,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Yamask 
Zebstrika ,Paradox Rift,63,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Zebstrika 
Zubat ,Paradox Rift,110,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Zubat 
Aegislash ,Paradox Rift,134,Rare,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Aegislash 
Ambipom ,Paradox Rift,146,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Ambipom 
Blipbug ,Paradox Rift,10,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Blipbug 
Chi-Yu  ,Paradox Rift,29,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Chi-Yu  
Crobat ,Paradox Rift,112,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Crobat 
Cyclizar ,Paradox Rift,157,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Cyclizar 
Defiance Vest ,Paradox Rift,162,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Defiance Vest 
Dottler ,Paradox Rift,11,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Dottler 
Doublade ,Paradox Rift,133,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Doublade 
Dwebble ,Paradox Rift,6,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Dwebble 
Elekid ,Paradox Rift,59,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Elekid 
Feebas ,Paradox Rift,335,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Feebas 
Flittle ,Paradox Rift,80,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Flittle 
Fuecoco ,Paradox Rift,23,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Fuecoco 
Gligar ,Paradox Rift,91,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Gligar 
Gourgeist ,Paradox Rift,78,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Gourgeist 
Groudon ,Paradox Rift,93,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Groudon 
Honedge ,Paradox Rift,131,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Honedge 
Honedge ,Paradox Rift,130,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Honedge 
